sarga,shloka#,Shloka
6,9,साङ्गवेदचतुरा इतिहासे शिक्षिताः सुबहवोऽप्यतिधृष्टाः ।<BR> नैतदीरितमहो जगृहुस्ते विश्वसंक्षयपयोऽन्धुगणा वा ॥ ९ ॥
6,10,देवतास्वसुलभा प्रतिभा ते मानुषेषु चपलेषु कथा का ।<BR> क्षाम्य सौम्य सकलज्ञ नमस्ते ते ब्रुवन्त इति तं किल नेमुः ॥ १० ॥
6,11,वेदशास्त्रचतुरैरिह विद्यावित्तलिप्सुभिरवाप्तमशेषैः ।<BR> प्राप केरलसुमण्डलजातैरन्यदायतनमायतचेताः ॥ ११ ॥
6,12,तर्कतन्त्रकुशलानपि पुंसश्चर्करीति बत सोऽयममानान् ।<BR> मानमानमयतीह कथं नो नैष मण्डलभुवां समितानाम् ॥ १२ ॥
6,13,मन्त्रयन्त इति ते द्विजवर्या अन्यदेशजमुखास्तमपृच्छन् ।<BR> सद्ददाददसुशंसननिन्दाकारिसूक्तगतमर्थमुपेत्य ॥ १३ ॥
6,14,तं स्फुटं प्रकटयन् स पृणीयाच्छब्दमूलमवदत् पृणधातुम् ।<BR> तं जिगीषुमथ विप्रमदः प्रीङ्धातुमेष निगदन्तमुवाच ॥ १४ ॥
6,15,प्रादिभेदमविदन् गुणय त्वं मूढ पांसुषु लिखन् लिपिसङ्घम् ।<BR> भर्त्सयन्निति जहास सुहासो मत्सराकुलधियो जडयन् सः॥ १५ ॥
6,16,तत्प्रसङ्गबलतोऽखिलविद्यापाटवं पुथुहृदः प्रतिबुध्य ।<BR> आनमन्सबहुमानममी तं यं नमन्ति किल नाकिनिकायाः॥ १६ ॥
6,17,कन्यकादृतसुरेन्द्रवपुःश्रीदानवाचिवरसूक्तहृदुक्तौ ।<BR> कुत्रचित्सदसि तावदपाला कीर्तिताऽतितरुणीत्ययमूचे॥ १७ ॥
6,18,श्वित्रिणी भवति तत्पदवाच्येत्याग्रहेण वदतो विदुषोऽत्र ।<BR> कश्चिदेष्यति विपश्चिदिहैनं पृच्छतेत्ययमगच्छदथोक्त्वा॥ १८ ॥
6,19,देशमेनमचिरादुपयातस्तादृशाकृतिरहो कृतबुद्धिः ।<BR> तांस्तथाऽभ्यधित तत्पदभावं सूरिमौलिमणिनाऽत्र यथोचे॥ १९ ॥
